Company_Name,DIVISION,Item_Code,Item_Name,Packing,Expiry,BatchNo,SaleRate,MRP,SaleScm1,SaleScm2,BATCHQTY,GSTPER,Item_Date,Date,Time
HIMALAYA,HM1,7417,"GERIFORTE SYP",200ML,08/23,252000798,79.07,115,0,0,15,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7418,"GERIFORTE TAB",100`S,11/23,932001378,96.24,140,0,0,34,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7419,"HERBOLAX CAP",10`S,11/22,722000985,30.93,45,0,0,27,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7420,"HERBOLAX TAB*",100`S,10/23,932001246,79.07,115,0,0,33,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7421,"HIMCOCID SUSP(BANANA.)",200ML,08/22,252000770,65.31,95,19,1,10,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7422,"HIMCOLIN GEL",30GM,05/22,912000097,110,160,0,0,41,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM2,7423,"HIMPLASIA TAB",30`S,10/23,722000932,103.12,150,0,0,82,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7424,"KOFLET JAR (175 + 25) TAB",175+25,10/23,922000081,240.62,350,0,0,6,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7425,"KOFLET LOZENGES",10`S,10/23,682000026,13.74,20,0,0,187,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7426,"KOFLET SYP",100ML,07/23,202000836,51.57,75,0,0,924,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7427,"LIV-52 DROPS",60ML,12/22,202000047,55,80,0,0,41,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7428,"LIV-52 DROPS",100ML,02/23,252000271,79.07,115,0,0,29,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM2,7430,"LIV-52 DS TAB",60`S,11/23,932001368,106.57,155,0,0,738,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM2,7431,"LIV-52 SYP 100ML",100ML,10/23,252001032,51.57,75,0,0,228,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7429,"LIV-52 TAB",100`S,10/23,722000946,75.62,110,0,0,474,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM2,7432,"LIV-52 SYP 200ML",200ML,11/23,202001487,92.81,135,0,0,647,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM2,7433,"LUKOL TAB",60`S,10/23,372001614,96.24,140,0,0,86,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM2,7434,"MENOSAN TAB",30`S,08/23,722000687,96.24,140,0,0,17,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7435,"MENTAT SYP",200ML,08/23,252000846,99.69,145,0,0,27,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7436,"MENTAT TAB",60`S,11/23,372001727,82.5,120,0,0,45,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7437,"OPHTHACARE E/D",10ML,08/23,762000157,41.24,60,11,1,22,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM2,7438,"PURE HANDS 500ML(LEMON)",500ML,04/22,SC2000511,177.96,250,0,0,83,18.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7439,"PURIM TAB",60`S,10/23,372001723,68.74,100,0,0,14,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM2,7440,"RENALKA SYP",100ML,02/23,202000254,51.57,75,0,0,19,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7441,"REOSTO TAB",30`S,09/23,722000780,92.81,135,0,0,21,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7442,"RUMALAYA FORTE",30`S,10/23,722000916,96.24,140,0,0,38,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7443,"RUMALAYA GEL",30GM,07/23,442000816,61.88,90,19,1,105,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7444,"RUMALAYA TAB",60`S,10/23,372001731,85.93,125,0,0,22,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7445,"SEPTILIN SYP",200ML,05/23,252000496,82.5,120,0,0,72,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7446,"SERPINA TAB",100`S,10/23,372001559,68.74,100,0,0,13,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7447,"STYPLON TAB",30`S,07/23,372001251,61.88,90,0,0,24,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7448,"TENTEX FORTE TAB",10`S,10/23,722000912,48.12,70,9,1,1746,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7449,"TENTEX ROYAL CAP",10`S,10/22,722000898,110,160,0,0,98,12.00,13-Sep-2005,23-Jan-2021,12:30:02
HIMALAYA,HM1,7450,V-GEL,30GM,09/23,912000116,55,80,0,0,10,12.00,13-Sep-2005,23-Jan-2021,12:30:02
LUPIN,L8,85251,"NIZONIDE-O TAB",10`S,06/21,ND18J011D,95.31,133.43,0,0,0,12.00,14-Sep-2005,23-Jan-2021,12:30:02
LUPIN,L22,85252,"TIATE INH.*",1`S,06/22,A20025MP,345.6,483.84,0,0,18,12.00,14-Sep-2005,23-Jan-2021,12:30:02
LUPIN,L22,85253,"TIOMATE INH.*",1`S,08/22,A20029MP,444.29,622,0,0,1,12.00,14-Sep-2005,23-Jan-2021,12:30:02
LUPIN,L22,85254,"TIOMATE TRANSCAPS",15`S,11/21,U002188,169.43,237.2,0,0,18,12.00,14-Sep-2005,23-Jan-2021,12:30:02
LUPIN,L17,85255,"STARPRESS - AM XL-50",10`S,09/22,M201433,98.68,138.15,0,0,17,12.00,14-Sep-2005,23-Jan-2021,12:30:02
MANKIND,MN13,8484,"ZADY-100 REDIMIX",15ML,10/21,C0CWT023,24.83,34.76,9,1,29,12.00,15-Sep-2005,23-Jan-2021,12:30:02
MANKIND,MN5,8485,"ZADY-100MG TAB*",3`S,04/21,H4AGS006,14.83,20.76,11,1,0,12.00,15-Sep-2005,23-Jan-2021,12:30:02
MANKIND,MN5,8486,"ZADY - 250*",6`S,02/21,H5AGS006,44.17,61.84,5,1,0,12.00,15-Sep-2005,23-Jan-2021,12:30:02
MANKIND,MN5,8487,"ZADY - 500*",3`S,09/18,H6AGP026,42.79,56.16,11,1,0,12.00,15-Sep-2005,23-Jan-2021,12:30:02
"FDC LIMI",F5,42160,"ZIFI LBX NEO",10`S,09/22,690J001,100.93,141.3,0,0,24,12.00,16-Sep-2005,23-Jan-2021,12:30:02
MACLEODS,M10,82165,"REBAGEN TAB",10`S,10/23,"TRD2003A       ",74.64,104.5,0,0,94,12.00,16-Sep-2005,23-Jan-2021,12:30:02
MACLEODS,M7,82166,"PANDERM PLUS CREAM*",15GM,04/20,KPC871A,57.86,81,4,1,0,12.00,16-Sep-2005,23-Jan-2021,12:30:02
LUPIN,L5,85256,"TONACT -TG*",15`S,09/22,U001827,259.21,362.9,0,0,102,12.00,17-Sep-2005,23-Jan-2021,12:30:02
"CIPLA LT",R16,32006694,"ADVENT - 625 *",10`S,08/22,KO00315,143.26,200.57,5,1,53,12.00,20-Sep-2005,23-Jan-2021,12:30:02
"CIPLA LT",R20,32007098,"EXERMET- 1000 *",10`S,12/20,F180044,41.03,57.44,0,0,0,12.00,20-Sep-2005,23-Jan-2021,12:30:02
"FDC LIMI",F3,42161,"HUMYL POW (MILK MASALA)",200GM,05/21,039L083,162.71,240,0,0,2,18.00,23-Sep-2005,23-Jan-2021,12:30:02
"ALKEM LA",K19,13358,"PROWEL POWD.SACHET",1GM,01/20,PWP8005C,6.27,9.25,0,0,0,18.00,23-Sep-2005,23-Jan-2021,12:30:02
LUPIN,L22,85259,"FLUTIFLO N/S*",10ML,07/22,A20081SV,231.14,323.6,0,0,40,12.00,27-Sep-2005,23-Jan-2021,12:30:02
"CIPLA LT",R8,32007710,"TENVIR TAB #",30`S,06/23,GK00783,684.36,1551.46,0,0,127,12.00,27-Sep-2005,23-Jan-2021,12:30:02
RONYD,RO1,2614,"GOLDCAL SOFTGEL",10`S,11/22,PSG20437,101.36,141.9,0,0,47,12.00,28-Sep-2005,23-Jan-2021,12:30:02
"CIPLA LT",R3,32007019,"DORZOX  - T   DROP*",5ML,07/22,C800608,348.23,487.52,0,0,242,12.00,30-Sep-2005,23-Jan-2021,12:30:02
TORRENT,UN1,7114,"METRIDE PLUS  -1",10`S,09/21,MPO-1904,71.56,100.18,0,0,13,12.00,01-Oct-2005,23-Jan-2021,12:30:02
TORRENT,UN1,7115,"METRIDE PLUS -2",10`S,06/22,MPT-2007,94.71,132.6,0,0,20,12.00,01-Oct-2005,23-Jan-2021,12:30:02
TORRENT,UN6,7116,"TELSAR - 20*",10`S,11/18,RSTEL15006,29.14,35.49,0,0,0,12.00,01-Oct-2005,23-Jan-2021,12:30:02
"INTAS PH",I22,32381,"SARTEL - 80*",15`S,08/23,N2002364,120.24,168.34,0,0,20,12.00,03-Oct-2005,23-Jan-2021,12:30:02
LUPIN,L6,85260,"SIGNOFLAM-P TAB",10`S,,,26.29,34.5,0,0,0,12.00,06-Oct-2005,23-Jan-2021,12:30:02
"USV LIMI",U3,64137,"GP-3 TAB",10`S,07/22,48014173,81.43,114,0,0,31,12.00,06-Oct-2005,23-Jan-2021,12:30:02
"USV LIMI",U3,64138,"GP-4 TAB",10`S,07/22,48014168,101.07,141.5,0,0,154,12.00,06-Oct-2005,23-Jan-2021,12:30:02
"INTAS PH",I11,32382,"HIFENAC-D TAB",10`S,10/22,K2001910,69.29,97,0,0,25,12.00,06-Oct-2005,23-Jan-2021,12:30:02
AKUMENTI,AK2,7311,"NEWBONA  STRONG",10`S,02/19,SG17243,168.81,249,0,0,0,18.00,07-Oct-2005,23-Jan-2021,12:30:02
"CIPLA LT",R12,32007386,"NETSPAN 10MG INJ",1ML,,,23.24,30.5,4,1,0,12.00,07-Oct-2005,23-Jan-2021,12:30:02
ZUVENTUS,ZU,83150,"MONOBACT - 1.5   INJ #","1 VIAL",03/18,Z1D16004,55.5,127.15,0,0,0,12.00,08-Oct-2005,23-Jan-2021,12:30:02
MACLEODS,M2,82167,"OLMESAR - 20",15`S,10/23,"TOH2002A       ",122.86,172,0,0,132,12.00,10-Oct-2005,23-Jan-2021,12:30:02
ALEMBIC,A12,11214,"ACTIGUT CAPS",10`S,05/22,EE0001006,117.14,164,0,0,50,12.00,10-Oct-2005,23-Jan-2021,12:30:02
KHANDELW,KH1,2958,"RAB- D CAP",10`S,12/20,RBC9002,60.4,84.56,9,1,0,12.00,13-Oct-2005,23-Jan-2021,12:30:02
"BIOCON L",BC1,5534,"PARIT   TAB",10`S,07/21,PR1905,72.22,101.1,0,0,0,12.00,13-Oct-2005,23-Jan-2021,12:30:02
"KOYE PHA",KO2,5536,"ZOBACTIN 4.5GM INJ#","1 VIAL",04/21,PITT19032A,93.75,360,0,0,0,12.00,13-Oct-2005,23-Jan-2021,12:30:02
CROSLAND,C14,14122,"SOTRET  -10",10`S,11/21,AB59576,137.14,192,0,0,46,12.00,13-Oct-2005,23-Jan-2021,12:30:02
STIEFEL,G2,4917,"SASTID BAR 50GM",50GM,,,49.03,67.3,0,0,0,18.00,13-Oct-2005,23-Jan-2021,12:30:02
NOVARTIS,ALC1,693,"TEARS NATURALE II",10ML,10/22,16323S,140,196,0,0,0,12.00,14-Oct-2005,23-Jan-2021,12:30:02
"CIPLA LT",R10,32006698,"ADVENT-228.5 SYP*",30ML,11/21,AFC20250,43.2,60.48,5,1,196,12.00,14-Oct-2005,23-Jan-2021,12:30:02
"FDC LIMI",F7,42162,"PEPCIA-D CAP",10`S,09/22,400J002,39.64,55.5,9,1,47,12.00,15-Oct-2005,23-Jan-2021,12:30:02
"INTAS PH",I19,32383,"FELICITA-OD CAP",10`S,09/22,S20J076,160.71,225,0,0,196,12.00,17-Oct-2005,23-Jan-2021,12:30:02
"BIOCON L",BC2,2426,"BLISTO-1 TAB*",10`S,12/21,BPSB20005,29.48,39.3,0,0,45,12.00,20-Oct-2005,23-Jan-2021,12:30:02
"BIOCON L",BC2,2427,"BLISTO-2 TAB*",10`S,03/22,BPSB20052,47.55,63.4,0,0,60,12.00,20-Oct-2005,23-Jan-2021,12:30:02
"BIOCON L",BC2,2428,"BLISTO-2 MF TAB",10`S,07/22,BPSB20086,84.37,118.12,0,0,59,12.00,20-Oct-2005,23-Jan-2021,12:30:02
ZYDUS,GR1,25954,"XYLOCAINE 2% ADREN.",30ML,02/20,DZ9012,21.49,30.08,26,1,0,12.00,26-Oct-2005,23-Jan-2021,12:30:02
ZYDUS,GR1,5145,"XYLOCAINE 2% INJ",30ML,09/22,DV0116,23.44,32.82,13,2,523,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ZYDUS,GR1,25090,"XYLOCAINE 5% OINT",30GM,02/21,I900765,42,58.8,0,0,0,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ2,5129,"PROSTODIN - 250  INJ",1ML,,,111.77,146.7,9,1,0,0.00,27-Oct-2005,23-Jan-2021,12:30:02
ZYDUS,Z5,25935,"BRICAREX -  A  EXPT.",100ML,12/21,BCA20001,64.79,90.7,5,1,29,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ1,5137,"SELOKEN-XL - 25 *",30`S,12/22,STX018,93.15,124.2,0,0,315,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ1,5138,"SELOKEN-XL - 50 *",30`S,12/22,SXX012,138.15,184.2,0,0,366,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ1,5139,"SELOKEN-XL - 100",15`S,12/22,SHX007,199.29,279,0,0,69,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ2,513,"BETALOC  - 100",10`S,09/22,BJW002,73.57,103,0,0,59,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ1,514,"BETALOC INJ",3X5ML,08/18,BIP002G,33.98,45.3,0,0,0,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ2,5118,"IMDUR -30*",30`S,07/23,ITX011,117.45,156.6,0,0,116,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ2,5119,"IMDUR - 60*",30`S,07/23,INX003,152.77,203.7,0,0,58,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ASTRAZEN,AZ4,5140,"SENSORCAINE 0.5% INJ",20ML,,,64.81,80.8,3,1,0,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ZYDUS,GR6,5117,"CERVIPRIME GEL 0.5MG",1X3GM,08/22,CAW1032,193.86,271.4,5,1,109,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ZYDUS,Z6,251020,"CALCIT-SG CAP",10`S,08/22,M015239,96.96,135.8,10,1,124,12.00,27-Oct-2005,23-Jan-2021,12:30:02
ZYDUS,GR3,25811,"COMBINASE AQ N/S",7ML,08/22,AFW1071,275,385,0,0,14,12.00,31-Oct-2005,23-Jan-2021,12:30:02
SYSTOPIC,00,00145,"ISRYL-M1 TAB",10`S,06/20,MO970718,17.14,24,0,0,0,12.00,02-Nov-2005,23-Jan-2021,12:30:02
SYSTOPIC,00,00146,"ISRYL-M2 TAB",10`S,02/21,MT320319,38.57,54,0,0,0,12.00,02-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I22,32385,"NERVZ-B CAP",10`S,03/22,N2002677,137.86,193,0,0,124,12.00,04-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I18,32389,"TRETIVA - 10*",10`S,09/22,S20J191,96.43,135,0,0,204,12.00,04-Nov-2005,23-Jan-2021,12:30:02
ALEMBIC,A4,11221,"LAVETA  -  A",10`S,06/22,AB0038004,70.78,99.1,0,0,18,12.00,04-Nov-2005,23-Jan-2021,12:30:02
"SUN PHAR",S8,63268,"AB PHYLLINE SYRUP",100ML,07/21,AB24177,97.86,137,0,0,26,12.00,05-Nov-2005,23-Jan-2021,12:30:02
"CIPLA LT",R23,32007807,"VOLTANEC-PR TAB",10`S,06/18,SA63700,36.78,51.5,9,1,0,12.00,08-Nov-2005,23-Jan-2021,12:30:02
LUPIN,L9,85266,"NEBISTAR - SA",15`S,04/22,U001950,184.43,258.2,0,0,123,12.00,08-Nov-2005,23-Jan-2021,12:30:02
"CADILA P",CD,04176,"THYCAD  50MG CAP",10`S,09/19,JK17002,191.45,268.03,5,1,0,12.00,10-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I21,32395,"LOPARIN - 40 / 0.4ML #","1 VIAL",04/22,EPI2047BI,158.35,319.27,0,0,0,5.00,10-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I21,32396,"LOPARIN  - 60  / 0.6ML#","1 VIAL",07/21,EPI1985CI,186.62,374.56,0,0,0,5.00,10-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I19,32408,"ENTACOM PLUS 100MG",10`S,04/23,L1520451,68.57,96,0,0,0,12.00,10-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I19,32409,"ENTACOM PLUS 50",10`S,02/23,L1520152,58.57,82,0,0,14,12.00,10-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I19,32410,"PRAMIROL-0.125 TAB",10`S,05/23,N2001635,35,49,0,0,43,12.00,10-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I19,32411,"PRAMIROL-0.25 TAB",10`S,09/23,N2002737,65.71,92,0,0,45,12.00,10-Nov-2005,23-Jan-2021,12:30:02
"INTAS PH",I19,32412,"PRAMIROL-0.5 TAB",10`S,08/23,N2002441,100.71,141,0,0,43,12.00,10-Nov-2005,23-Jan-2021,12:30:02
LUPIN,L6,85267,"DOXCEF-CV 200",10`S,06/21,DDB200101,224.21,313.89,9,1,426,12.00,16-Nov-2005,23-Jan-2021,12:30:02
"BLUE CRO",B1,36121,"TUSQ-P ORAL DROP",15ML,04/19,CZ1721,28.57,40,0,0,0,12.00,16-Nov-2005,23-Jan-2021,12:30:02
SYSTOPIC,00,00147,"TOPNAC-P TAB",10`S,07/21,TP190819,20,28,0,0,0,12.00,23-Nov-2005,23-Jan-2021,12:30:02
CROSLAND,C12,14123,"ACROTAC - 25",20`S,08/22,AATAF0620,1121.43,1570,0,0,13,12.00,23-Nov-2005,23-Jan-2021,12:30:02
MANKIND,MN4,8489,"ACNESTAR  - 20",10`S,,,98.93,129.84,0,0,0,0.00,24-Nov-2005,23-Jan-2021,12:30:02
MANKIND,MN2,8490,"CODISTAR COUGH SYP.",100ML,09/22,E7AJT079,93.62,131.07,4,1,582,12.00,24-Nov-2005,23-Jan-2021,12:30:02
MANKIND,MN2,8491,"CODISTAR COUGH SUSP { 60 ML }",60ML,05/22,G8ALT026,52.29,73.2,10,3,28,12.00,24-Nov-2005,23-Jan-2021,12:30:02
"BIOCON L",BC1,2429,"TELMISAT - H",10`S,07/22,BPHT20020,84.54,118.36,0,0,19,12.00,24-Nov-2005,23-Jan-2021,12:30:02
"ALKEM LA",K3,13362,"ONDEM - MD 8*",10`S,09/22,20442175,77.84,108.97,0,0,92,12.00,25-Nov-2005,23-Jan-2021,12:30:02
"FDC LIMI",F2,42166,"ARFLUR 100MG TAB",10`S,08/21,059I011,21.61,30.25,0,0,0,12.00,25-Nov-2005,23-Jan-2021,12:30:02
"FDC LIMI",F6,42167,"MOSI- EYE DROPS",5ML,08/22,080I106,54.64,76.5,0,0,33,12.00,25-Nov-2005,23-Jan-2021,12:30:02
CROSLAND,C12,14124,"ACROTAC - 10",20`S,09/22,AATBF0820,565.71,792,0,0,7,12.00,28-Nov-2005,23-Jan-2021,12:30:02
MACLEODS,M6,82187,"ACCUZON PLUS 1.5GM","1 VIAL",09/22,LAL2025A,118.57,166,5,4,48,12.00,01-Dec-2005,23-Jan-2021,12:30:02
MACLEODS,M6,82188,"TAZOMAC 4.5GM INJ#","1 VIAL",06/23,LTC20118A,96.6,237.26,0,0,125,12.00,01-Dec-2005,23-Jan-2021,12:30:02
MACLEODS,M6,82189,"MEROMAC 1GM INJ#","1 VIAL",09/22,LMZ2068A,198.41,646,0,0,114,12.00,01-Dec-2005,23-Jan-2021,12:30:02
LUPIN,L5,85269,"TONACT- EZ 20",10`S,05/21,U901213,287.43,402.4,0,0,0,12.00,02-Dec-2005,23-Jan-2021,12:30:02
ZYDUS,Z4,25533,"PROVIDAC CAP*",14`S,03/22,I004721,234.93,328.9,0,0,107,12.00,03-Dec-2005,23-Jan-2021,12:30:02
PHARMED,PH,9631,"ULTRAMED TAB",10`S,02/23,ULTY20018,65,91,0,0,16,12.00,03-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N16,87298,"SAFEDICLO CAP",10`S,08/21,IAE0034,80.14,112.2,0,0,178,12.00,03-Dec-2005,23-Jan-2021,12:30:02
"INTAS PH",I17,32419,"RABIUM PLUS CAP",10`S,09/22,K2001694,178.57,250,0,0,19,12.00,05-Dec-2005,23-Jan-2021,12:30:02
"CADILA P",CE,0485,"LOSIUM - 50",30`S,08/22,JKDJ20003,92.5,129.5,0,0,17,12.00,05-Dec-2005,23-Jan-2021,12:30:02
"CADILA P",CE,0486,"LOSIUM - 25",30`S,09/22,JKDH20005,48.21,67.5,0,0,32,12.00,05-Dec-2005,23-Jan-2021,12:30:02
ZUVENTUS,ZU,83157,"RABIFAST-DSR CAP",15`S,08/22,Z05BT20010,147.86,207,9,1,71,12.00,08-Dec-2005,23-Jan-2021,12:30:02
ZUVENTUS,ZU1,83159,"ALWEL 10MG TAB",10`S,,,67.23,87.35,20,1,0,12.00,08-Dec-2005,23-Jan-2021,12:30:02
"INTAS PH",I19,32420,"ENTACOM PLUS 150",10`S,04/23,L1520453,78.57,110,0,0,7,12.00,08-Dec-2005,23-Jan-2021,12:30:02
"SANAT PR",00,122,"HEAL PLUS GEL",25GM,02/19,O-860,53.57,72,9,1,0,12.00,09-Dec-2005,23-Jan-2021,12:30:02
"FDC LIMI",F5,42168,"ZIPANT-DSR CAP",10`S,08/22,400I003,61.54,86.15,0,0,20,12.00,09-Dec-2005,23-Jan-2021,12:30:02
"FDC LIMI",F6,42169,"OCUDOR-T E/D",5ML,07/20,088H044,237.14,332,0,0,0,12.00,09-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N25,87299,"NUBETA-SM TAB",10`S,07/22,HTF0176,121.52,170.13,0,0,2,12.00,14-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N31,87300,"STEMETIL-MD TAB",10`S,02/21,SEA9070,51.07,71.5,0,0,0,12.00,15-Dec-2005,23-Jan-2021,12:30:02
EMCURE,E4,19144,"GABA HOSIT TAB",10`S,10/19,16A17002,147.25,206.15,0,0,0,12.00,15-Dec-2005,23-Jan-2021,12:30:02
ZYDUS,Z1,25116,"ATEN  - H  - 25",10`S,06/22,S001282,60.36,84.5,0,0,1,12.00,16-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87301,"ETODY  - 60",10`S,12/21,"MDF 0003",73.86,103.4,0,0,4,12.00,16-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87302,"ETODY -  90",10`S,03/22,"MDF 0033",127.48,178.47,0,0,16,12.00,16-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87303,"ETODY   120",10`S,09/21,"MDE 0202",149.09,208.73,0,0,6,12.00,16-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N23,87305,"HANSEPRAN -100 *",10`S,03/21,SAE0008,19.32,25.36,0,0,0,5.00,16-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N23,87304,"HANSEPRAN -50 *",10`S,03/21,SAE0009,11.25,14.77,0,0,0,5.00,16-Dec-2005,23-Jan-2021,12:30:02
"FDC LIMI",F4,42170,"ZATHRIN -AX 250",6`S,01/20,218B002,67.78,94.89,0,0,0,12.00,16-Dec-2005,23-Jan-2021,12:30:02
"FDC LIMI",F4,42171,"ZATHRIN -AX 500 *",3`S,02/20,078C008,65.99,92.39,0,0,0,12.00,16-Dec-2005,23-Jan-2021,12:30:02
"ALKEM LA",K5,13368,"NEBIPIL  - 5",10`S,09/22,20442350,102.86,144,0,0,7,12.00,16-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N27,87307,"HYDENT-K 100",100GM,11/22,CLF0190,93.65,138.14,0,0,36,18.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N8,87309,"NIFEDINE 10MG TAB *",10`S,09/18,NFB4003,9.2,12.07,0,0,0,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N8,87308,"NIFEDINE 5MG TAB",10`S,09/17,NFA4001,8.38,11,0,0,0,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N9,87316,"SUGANRIL TAB BLIS.",15`S,02/22,SUA0003,119.27,166.98,10,1,122,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87317,"BIOSUGANRIL 10MG",10`S,04/22,BSB0002,128.07,179.3,0,0,7,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87318,"BIOSUGANRIL 20MG",10`S,08/17,MPA0112,104.68,136,0,0,0,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87319,"CONTRAMAL - 50 *",10`S,01/20,VBLC8002,33.91,47.48,0,0,0,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87320,"CONTRAMAL-DT TAB",10`S,08/22,VBLB0009,64.24,89.93,0,0,12,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87321,"CONTRAMAL - SR 100",10`S,07/22,VBLA0003,200.08,280.11,0,0,33,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87322,"CONTRAMAL- 50  INJ *",1ML,07/20,UBLD7001,7.59,10.63,0,0,0,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87323,"CONTRAMAL- 100  INJ *",2ML,04/23,UBLE0007,16.69,23.37,0,0,15,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N9,87324,"CROTORAX CREAM",20GM,08/23,"BA 005",39.04,54.65,0,0,55,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N9,87325,"CROTORAX LOTION",60ML,08/23,"DA 012",93.26,130.57,0,0,73,12.00,17-Dec-2005,23-Jan-2021,12:30:02
ABBOTT,N30,87326,"ESGIPYRIN- INSTA GEL",30GM,04/21,"M07 0519",121.07,169.5,9,1,0,12.00,17-Dec-2005,23-Jan-2021,12:30:02
"INTAS PH",I22,32390,"NERVZ G TAB",10`S,08/22,N2002655,130.71,183,0,0,5,12.00,17-Dec-2005,23-Jan-2021,12:30:02
"CADILA P",CM,04386,"SYMBIOTIK XL SUSP",30ML,07/20,TCP19004,40.71,57,10,1,0,12.00,20-Dec-2005,23-Jan-2021,12:30:02
"CIPLA LT",R2,32007364,"MOXICIP I.V #",100ML,08/22,A400441,94.42,335.77,0,0,76,12.00,21-Dec-2005,23-Jan-2021,12:30:02
